SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
AGAWO,710303,52,48.09,41.63,0.0,49.3,51.03,51.61,241.66,430,11695,RACHUONYO SOUTH,41710303,41,HOMA BAY
AGBON JUNIOR ACADEMY,401313,20,47.45,44.5,0.0,42.5,42.6,47.2,224.25,527,15366,Nairobi,20401027,20,NAIROBI
AGENGA,609157,21,49.71,61.66,0.0,53.33,56.0,57.8,278.5,80,4539,SAMIA,35609157,35,BUSIA
AGENGA,609157,21,49.71,61.66,0.0,53.33,56.0,57.8,278.5,80,4539,SAMIA,44729203,44,MIGORI
AGENGA,729203,34,47.73,28.67,0.0,57.44,53.2,57.44,244.48,271,11130,NYATIKE,35609157,35,BUSIA
AGENGA,729203,34,47.73,28.67,0.0,57.44,53.2,57.44,244.48,271,11130,NYATIKE,44729203,44,MIGORI
AGIRO,730101,29,53.86,43.51,0.0,45.17,52.17,56.24,250.95,333,9732,MBITA,41730101,41,HOMA BAY
AGLOW,213130,12,64.0,59.16,0.0,57.0,58.16,58.25,296.57,74,2677,NYANDARUA CENTRAL,7213130,7,NYANDARUA
AGOK,721119,25,52.52,41.36,0.0,50.72,46.08,48.16,238.84,443,12311,RARIEDA,42721119,42,SIAYA
AGOLOMUOK,729317,21,54.04,41.23,0.0,54.19,58.04,56.57,264.07,156,6991,NYATIKE,44729317,44,MIGORI
AGONGO,717205,20,53.85,45.2,0.0,62.05,57.1,57.85,276.05,105,4882,RONGO,44739201,44,MIGORI
AGORO LIEYE,705254,36,51.0,49.02,0.0,41.69,53.66,54.11,249.48,354,10065,SIAYA,42705254,42,SIAYA
AGORO OYOMBE,705203,63,46.01,43.34,0.0,42.03,46.33,47.93,225.64,515,15064,SIAYA,42705203,42,SIAYA
AGORO SARE,710301,99,57.53,51.6,0.0,59.38,57.72,60.45,286.68,77,3530,RACHUONYO SOUTH,41710301,41,HOMA BAY
AGORO TULA,705253,16,61.31,57.87,0.0,59.12,60.18,63.43,301.91,38,2318,SIAYA,42705253,42,SIAYA
AGUDO,724218,13,44.92,34.38,0.0,57.46,56.15,49.84,242.75,416,11458,NDHIWA,41724218,41,HOMA BAY
AGULU,705101,23,51.43,48.34,0.0,50.43,58.04,55.69,263.93,218,7020,SIAYA,39714060,39,KISUMU
AGULU,705101,23,51.43,48.34,0.0,50.43,58.04,55.69,263.93,218,7020,SIAYA,42705101,42,SIAYA
AGULU,714060,20,61.45,47.45,0.0,55.7,52.6,53.25,270.45,168,5775,KISUMU WEST,39714060,39,KISUMU
AGULU,714060,20,61.45,47.45,0.0,55.7,52.6,53.25,270.45,168,5775,KISUMU WEST,42705101,42,SIAYA
AGUTHI,210207,45,55.48,44.44,0.0,48.4,56.97,52.55,257.84,194,8206,KIENI EAST,8210207,8,NYERI
AGWARA,712113,19,53.78,40.73,0.0,52.52,51.63,53.31,251.97,331,9491,BONDO,42712113,42,SIAYA
AHADI JUNIOR ACAD,231134,17,63.35,62.17,0.0,56.76,54.29,59.23,295.8,201,2731,LARI,11231134,11,KIAMBU
AHITI NDOMBA,224231,42,56.4,57.5,0.0,57.21,63.78,58.57,293.46,78,2910,KIRINYAGA SOUTH,9224231,9,KIRINYAGA
AHMADIYYA MUSLIM ACAD,627153,25,47.0,63.56,0.0,57.6,50.32,52.0,270.48,228,5770,MATUNGU,37627153,37,KAKAMEGA
AHONGINJO,617401,83,45.3,51.13,0.0,48.62,46.57,44.13,235.75,574,12961,MUMIAS,37617401,37,KAKAMEGA
AHONO,726137,27,53.44,42.11,0.0,41.51,56.11,51.4,244.57,394,11104,GEM,42726137,42,SIAYA
AHP WORKSHOP,553213,27,69.44,69.29,0.0,62.62,62.0,64.62,327.97,37,1041,BELGUT,28553213,28,KERICHO
AHZAB,106170,20,68.55,53.4,0.0,66.45,50.8,62.35,301.55,72,2342,MOMBASA,3106170,3,MOMBASA
AIC BARATON ACAD,513137,35,64.4,65.28,0.0,62.22,63.85,59.94,315.69,67,1581,NANDI CENTRAL,29513137,29,NANDI
AIC CHERIBISI,513327,30,72.66,69.13,0.0,69.43,65.9,64.86,341.98,29,580,NANDI CENTRAL,29513327,29,NANDI
AIC KABOEN,513330,28,47.1,46.78,0.0,51.96,47.32,45.57,238.73,507,12337,NANDI CENTRAL,29513330,29,NANDI
AIC KAMBOGA,540259,16,49.62,48.25,0.0,54.5,50.68,47.68,250.73,429,9778,NANDI NORTH,29540259,29,NANDI
AIC KAMOTONG,540248,19,48.84,56.0,0.0,58.42,62.15,57.26,282.67,171,3987,NANDI NORTH,29540248,29,NANDI
AIC KAPKARANI,547433,15,44.13,40.06,0.0,50.33,48.6,46.2,229.32,456,14356,BARINGO NORTH,,,
AIC KAPTICH ACADEMY,540246,17,61.7,62.88,0.0,70.82,64.64,66.0,326.04,51,1117,NANDI NORTH,29540246,29,NANDI
AIC KASOONI,315243,18,62.05,63.33,0.0,64.83,65.5,67.33,323.04,33,1244,YATTA,12315243,12,MACHAKOS
AIC KOSIRAI,513402,40,54.3,60.12,0.0,58.8,55.72,57.42,286.36,146,3555,NANDI CENTRAL,29513402,29,NANDI
AIC KOSIRAI ACADEMY,513414,32,68.34,68.62,0.0,70.15,69.21,65.68,342.0,28,578,NANDI CENTRAL,29513414,29,NANDI
AIC KUNURTER,513413,20,51.65,46.15,0.0,50.45,49.05,50.2,247.5,450,10483,NANDI CENTRAL,29513413,29,NANDI
AIC LABORET GIRLS,540243,18,69.11,70.05,0.0,68.22,70.72,68.94,347.04,16,438,NANDI NORTH,29540243,29,NANDI
AIC LIFESPRING ACADEMY,520127,17,60.0,53.47,0.0,64.7,62.82,69.41,310.4,20,1830,MARAKWET WEST,34520127,34,ELGEYO MARAKWET
AIC LOKICHOGGIO,549201,53,51.83,49.56,0.0,52.39,54.39,59.96,268.13,55,6196,TURKANA WEST,21549201,21,TURKANA
AIC MASABA - CHEPSOGOR,513132,17,39.0,48.7,0.0,44.29,45.52,37.58,215.09,591,17001,NANDI CENTRAL,29513132,29,NANDI
AIC NDERU ACADEMY,211446,48,58.5,52.04,0.0,58.14,56.16,58.06,282.9,244,3962,LIMURU,11211446,11,KIAMBU
AIC SAMABUL,559248,28,51.89,59.46,0.0,58.07,60.07,58.75,288.24,60,3383,KEIYO SOUTH,34559248,34,ELGEYO MARAKWET
AIC SANIAK ACADEMY,513251,34,63.02,68.0,0.0,69.44,67.5,63.52,331.48,46,919,NANDI CENTRAL,29513251,29,NANDI
AILA,717156,22,52.13,31.36,0.0,52.0,46.09,50.72,232.3,366,13712,RONGO,44717156,44,MIGORI
AIMO,704127,14,50.0,41.28,0.0,53.64,59.0,54.5,258.42,262,8073,HOMA BAY,41704127,41,HOMA BAY
AINABMOI,509226,13,57.92,57.76,0.0,56.46,58.0,55.76,285.9,145,3597,ELDORET WEST,26509226,26,UASIN GISHU
AINABTICH,507143,65,44.29,54.0,0.0,41.38,47.56,48.06,235.29,408,13063,ELDORET MUNICIPALITY,26507143,26,UASIN GISHU
AINAMOI,512120,36,45.02,41.86,0.0,43.94,42.75,42.61,216.18,386,16829,KERICHO,27565411,27,NAKURU
AINAMOI,512120,36,45.02,41.86,0.0,43.94,42.75,42.61,216.18,386,16829,KERICHO,28512120,28,KERICHO
AINAMOI,512120,36,45.02,41.86,0.0,43.94,42.75,42.61,216.18,386,16829,KERICHO,32560208,32,NAROK
AINAMOI,560208,12,45.83,48.33,0.0,57.41,58.58,62.08,272.23,95,5483,TRANS MARA EAST,27565411,27,NAKURU
AINAMOI,560208,12,45.83,48.33,0.0,57.41,58.58,62.08,272.23,95,5483,TRANS MARA EAST,28512120,28,KERICHO
AINAMOI,560208,12,45.83,48.33,0.0,57.41,58.58,62.08,272.23,95,5483,TRANS MARA EAST,32560208,32,NAROK
AINAMOI,565411,50,49.36,41.86,0.0,50.64,52.22,50.62,244.7,311,11076,KURESOI,27565411,27,NAKURU
AINAMOI,565411,50,49.36,41.86,0.0,50.64,52.22,50.62,244.7,311,11076,KURESOI,28512120,28,KERICHO
AINAMOI,565411,50,49.36,41.86,0.0,50.64,52.22,50.62,244.7,311,11076,KURESOI,32560208,32,NAROK
AINAMOI NGETUK,512169,28,57.75,51.42,0.0,63.03,59.14,51.6,282.94,96,3956,KERICHO,28512169,28,KERICHO
AINAPKOI,553128,64,42.68,42.67,0.0,43.84,47.64,49.54,226.37,329,14943,BELGUT,28553128,28,KERICHO
AINAPMOI,544107,26,49.0,53.88,0.0,42.65,49.73,49.61,244.87,124,11048,LAIKIPIA WEST,30544107,30,LAIKIPIA
AINAPNGETUNY,542104,16,51.0,49.62,0.0,58.18,61.12,57.25,277.17,202,4713,TINDERET,29542104,29,NANDI
AINASOSIOT,512175,20,44.5,58.0,0.0,51.25,51.75,50.2,255.7,189,8664,KERICHO,,,
AINSWORTH,401038,174,47.78,36.7,0.0,44.95,42.64,47.68,219.75,554,16187,Nairobi,20403011,20,NAIROBI
AIPCA ACADEMY,106148,22,62.95,57.77,0.0,51.63,49.9,53.59,275.84,124,4921,MOMBASA,3106148,3,MOMBASA
AIPCA RIAKIANIA,223122,20,51.75,45.85,0.0,42.75,44.1,43.6,228.05,261,14605,KIRINYAGA WEST,9223122,9,KIRINYAGA
AIPCA RUGUSU,318345,15,58.26,58.33,0.0,59.53,58.46,57.4,291.98,104,3033,MERU CENTRAL,15318345,15,MERU
AIRPORT,107158,46,48.63,57.23,0.0,48.41,48.39,49.1,251.76,125,9540,MALINDI,4107158,4,KILIFI
AIRPORT VIEW ACADEMY,106420,22,54.27,58.68,0.0,47.4,52.4,56.63,269.38,140,5967,MOMBASA,3106420,3,MOMBASA
AIRSTRIP,210115,31,46.41,45.38,0.0,43.61,49.03,49.83,234.26,319,13280,KIENI EAST,8210115,8,NYERI
AIRWAYS ACAD,401731,16,47.81,49.93,0.0,41.0,47.12,45.75,231.61,488,13870,Nairobi,,,
AISAIK,508101,65,35.4,37.09,0.0,39.98,37.44,37.16,187.07,507,20163,BOMET,25508101,25,BOMET
AITHU,337215,28,53.25,49.46,0.0,47.03,55.0,56.6,261.34,218,7503,IGEMBE NORTH,15337215,15,MERU
AITO ELITE'S ACADEMY,528165,18,53.55,58.94,0.0,53.38,53.22,54.22,273.31,97,5314,TRANS NZOIA EAST,,,
AITONG,546102,33,60.48,48.66,0.0,62.87,61.72,60.93,294.66,39,2800,NAROK SOUTH,32546102,32,NAROK
AJAWA PRIMARY,807202,15,62.4,37.6,0.0,55.06,68.06,69.33,292.45,6,2995,WAJIR NORTH,46807202,46,WAJIR
AJIGO,712135,29,46.24,38.34,0.0,54.03,49.17,46.65,234.43,471,13237,BONDO,41731402,41,HOMA BAY
AJIGO,712135,29,46.24,38.34,0.0,54.03,49.17,46.65,234.43,471,13237,BONDO,42712135,42,SIAYA
AJIGO,731402,21,45.71,38.57,0.0,51.76,57.95,58.71,252.7,312,9332,RACHUONYO NORTH,41731402,41,HOMA BAY
AJIGO,731402,21,45.71,38.57,0.0,51.76,57.95,58.71,252.7,312,9332,RACHUONYO NORTH,42712135,42,SIAYA
AJIR HAPPY KIDS,802115,19,65.36,59.42,0.0,55.21,60.21,68.47,308.67,3,1908,WAJIR EAST,46802115,46,WAJIR
AKADO,704032,15,39.6,25.26,0.0,39.93,40.66,34.0,179.45,846,20587,HOMA BAY,39714135,39,KISUMU
AKADO,704032,15,39.6,25.26,0.0,39.93,40.66,34.0,179.45,846,20587,HOMA BAY,39733102,39,KISUMU
AKADO,704032,15,39.6,25.26,0.0,39.93,40.66,34.0,179.45,846,20587,HOMA BAY,41704032,41,HOMA BAY
AKADO,714135,45,51.06,41.93,0.0,59.42,54.24,49.68,256.33,277,8536,KISUMU WEST,39714135,39,KISUMU
AKADO,714135,45,51.06,41.93,0.0,59.42,54.24,49.68,256.33,277,8536,KISUMU WEST,39733102,39,KISUMU
AKADO,714135,45,51.06,41.93,0.0,59.42,54.24,49.68,256.33,277,8536,KISUMU WEST,41704032,41,HOMA BAY
AKADO,733102,26,66.84,45.96,0.0,63.0,62.23,63.15,301.18,62,2372,NYAKACH,39714135,39,KISUMU
AKADO,733102,26,66.84,45.96,0.0,63.0,62.23,63.15,301.18,62,2372,NYAKACH,39733102,39,KISUMU
AKADO,733102,26,66.84,45.96,0.0,63.0,62.23,63.15,301.18,62,2372,NYAKACH,41704032,41,HOMA BAY
AKAIGA,349212,19,43.31,41.36,0.0,39.68,45.57,46.52,216.44,507,16780,TIGANIA EAST,15349212,15,MERU
AKAIRU,349227,34,36.14,39.32,0.0,39.17,40.38,43.64,198.65,615,19218,TIGANIA EAST,15349227,15,MERU
AKALA,724101,30,50.83,42.03,0.0,53.03,48.66,46.13,240.68,438,11914,NDHIWA,41724101,41,HOMA BAY
AKALA,724101,30,50.83,42.03,0.0,53.03,48.66,46.13,240.68,438,11914,NDHIWA,44729206,44,MIGORI
AKALA,729206,17,53.76,45.29,0.0,66.23,53.41,58.17,276.86,103,4758,NYATIKE,41724101,41,HOMA BAY
AKALA,729206,17,53.76,45.29,0.0,66.23,53.41,58.17,276.86,103,4758,NYATIKE,44729206,44,MIGORI
AKATAGOROIT,620121,30,47.93,43.7,0.0,41.36,45.96,41.46,220.41,324,16068,TESO SOUTH,35620121,35,BUSIA
AKELE,704217,14,47.35,39.42,0.0,48.21,49.78,44.07,228.83,586,14456,HOMA BAY,41704217,41,HOMA BAY
AKIBA SCHOOL KANGEMA,401470,26,54.69,56.23,0.0,49.19,48.07,55.19,263.37,335,7110,Nairobi,,,
AKICHELESIT,606115,30,51.2,57.8,0.0,54.83,56.83,58.23,278.89,78,4498,TESO NORTH,35606115,35,BUSIA
AKINGLI,702056,23,46.13,36.08,0.0,44.26,49.82,46.08,222.37,517,15709,KISUMU MUNICIPALITY,39702056,39,KISUMU
AKIRIAMET,606116,29,38.03,37.93,0.0,44.2,51.24,45.27,216.67,333,16737,TESO NORTH,35606116,35,BUSIA
AKITES,620201,66,37.16,45.9,0.0,42.89,42.59,41.19,209.73,342,17813,TESO SOUTH,35620201,35,BUSIA
AKOBWAIT,620101,43,40.2,46.74,0.0,44.58,43.53,42.39,217.44,331,16595,TESO SOUTH,35620101,35,BUSIA
AKOBWAIT (CHA) R C,606134,40,40.92,41.5,0.0,43.92,45.87,43.55,215.76,334,16891,TESO NORTH,35606134,35,BUSIA
AKOKO,712201,15,55.66,39.06,0.0,61.53,58.6,57.2,272.05,148,5509,BONDO,42712201,42,SIAYA
AKOKO,712201,15,55.66,39.06,0.0,61.53,58.6,57.2,272.05,148,5509,BONDO,44739115,44,MIGORI
AKOKO,717206,20,40.65,27.85,0.0,47.05,49.9,47.2,212.65,482,17392,RONGO,42712201,42,SIAYA
AKOKO,717206,20,40.65,27.85,0.0,47.05,49.9,47.2,212.65,482,17392,RONGO,44739115,44,MIGORI
AKOLONG,606103,49,42.83,41.1,0.0,44.36,52.81,52.42,233.52,285,13469,TESO NORTH,35606103,35,BUSIA
AKOM,721256,15,45.93,32.46,0.0,53.8,50.13,51.33,233.65,477,13446,RARIEDA,42721256,42,SIAYA
AKONJO,736101,37,44.67,39.29,0.0,48.62,54.1,51.08,237.76,325,12543,URIRI,44736101,44,MIGORI
AKONYA,714126,23,60.17,36.39,0.0,51.21,52.52,53.17,253.46,303,9150,KISUMU WEST,39714126,39,KISUMU
AKOREET,620102,75,39.9,40.68,0.0,41.78,45.53,43.04,210.93,338,17636,TESO SOUTH,35620102,35,BUSIA
AKOROYAN,547146,20,53.95,55.0,0.0,54.7,52.45,55.65,271.75,207,5553,BARINGO NORTH,33547146,33,BARINGO
AKUI,309409,66,43.98,51.84,0.0,43.8,45.8,48.4,233.82,366,13395,IGEMBE SOUTH,15309409,15,MERU
AKUISI,552504,47,45.7,52.85,0.0,46.42,41.97,45.44,232.38,410,13695,RONGAI,27552504,27,NAKURU
AKUOM,721152,24,48.54,40.12,0.0,54.5,57.54,49.83,250.53,340,9822,RARIEDA,42721152,42,SIAYA
AKUUNE,337106,79,44.53,44.08,0.0,39.06,40.46,45.44,213.57,521,17243,IGEMBE NORTH,15337106,15,MERU
AKWAKRA,731001,23,59.3,44.78,0.0,55.6,50.39,58.47,268.54,180,6113,RACHUONYO NORTH,41731001,41,HOMA BAY
AKWANYA,713052,23,47.3,29.08,0.0,48.08,44.21,42.52,211.19,580,17600,NYANDO,39713052,39,KISUMU
AL KALYA,564315,14,43.5,45.64,0.0,51.0,44.64,43.42,228.2,440,14576,NJORO,27564315,27,NAKURU
AL MAJIS ALIFRIQIA,401696,13,58.76,35.38,0.0,44.3,47.0,56.53,241.97,429,11636,Nairobi,20404076,20,NAIROBI
AL MAKTOUM ACADEMY,401325,19,71.21,61.42,0.0,53.1,59.47,62.78,307.98,163,1955,Nairobi,20408033,20,NAIROBI
AL-ANSAARU ACADEMY,401716,53,67.22,64.49,0.0,64.94,68.43,74.73,339.81,70,638,Nairobi,20402034,20,NAIROBI
AL-BUKHARI ACADEMY,803119,18,56.11,47.83,0.0,51.83,50.33,62.27,268.37,9,6142,MANDERA EAST,,,
AL-FAROUQ BOYS,801109,151,46.72,37.19,0.0,56.94,43.22,60.23,244.3,31,11169,GARISSA,45801109,45,GARISSA
AL-FATIHAH ACADEMY,106171,12,56.5,55.08,0.0,47.5,46.83,54.5,260.41,158,7682,MOMBASA,,,
AL-HIDAYA,812105,55,42.96,32.98,0.0,55.41,56.65,49.29,237.29,27,12633,MANDERA NORTH,,,
AL-HIDAYA MUSLIM,305113,40,53.27,54.3,0.0,48.02,52.85,52.82,261.26,25,7516,MARSABIT,16305113,16,MARSABIT
AL-HUDA,311110,92,39.95,28.66,0.0,44.91,43.32,52.96,209.8,72,17805,MOYALE,16311110,16,MARSABIT
AL-IBRAHIM ACADEMY,801122,14,78.14,55.14,0.0,77.85,71.21,78.85,361.19,2,168,GARISSA,45801122,45,GARISSA
AL-KHULAFAU RASHIDIN,311113,58,35.96,26.81,0.0,44.43,41.06,46.82,195.08,78,19514,MOYALE,16311113,16,MARSABIT
AL-MOHAJIROON CENTRE,401508,60,66.06,61.03,0.0,57.11,71.7,75.61,331.51,90,918,Nairobi,20402026,20,NAIROBI
AL-MUUMINUN,702137,12,62.25,56.66,0.0,58.25,60.75,61.91,299.82,63,2457,KISUMU MUNICIPALITY,,,
AL-NAJMI INTEGRATED ACAD,803118,29,52.89,58.55,0.0,60.75,67.34,63.65,303.18,3,2232,MANDERA EAST,,,
AL-QALAM ACADEMY,803108,25,56.12,64.8,0.0,59.24,62.84,64.36,307.36,2,1985,MANDERA EAST,47803108,47,MANDERA
AL. UWEIS,811104,65,34.89,43.07,0.0,45.13,46.86,64.87,234.82,29,13166,MANDERA CENTRAL,47811104,47,MANDERA
ALALE,530201,20,49.65,64.0,0.0,50.55,54.45,57.35,276.0,69,4890,NORTH POKOT,24530201,24,WEST POKOT
ALANGO,702082,34,54.7,45.52,0.0,46.73,50.38,52.64,249.97,347,9948,KISUMU MUNICIPALITY,39702082,39,KISUMU
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,39702057,39,KISUMU
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,41704003,41,HOMA BAY
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,41724002,41,HOMA BAY
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,41731302,41,HOMA BAY
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,42712219,42,SIAYA
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,42721253,42,SIAYA
ALARA,702057,36,56.75,51.36,0.0,59.58,55.55,55.83,279.07,124,4471,KISUMU MUNICIPALITY,44707121,44,MIGORI
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,39702057,39,KISUMU
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,41704003,41,HOMA BAY
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,41724002,41,HOMA BAY
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,41731302,41,HOMA BAY
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,42712219,42,SIAYA
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,42721253,42,SIAYA
ALARA,704003,18,56.16,44.16,0.0,64.83,52.33,52.94,270.42,169,5780,HOMA BAY,44707121,44,MIGORI
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,39702057,39,KISUMU
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,41704003,41,HOMA BAY
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,41724002,41,HOMA BAY
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,41731302,41,HOMA BAY
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,42712219,42,SIAYA
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,42721253,42,SIAYA
ALARA,707121,32,48.78,43.68,0.0,51.21,50.31,47.53,241.51,295,11725,MIGORI,44707121,44,MIGORI
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,39702057,39,KISUMU
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,41704003,41,HOMA BAY
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,41724002,41,HOMA BAY
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,41731302,41,HOMA BAY
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,42712219,42,SIAYA
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,42721253,42,SIAYA
ALARA,712219,23,53.6,39.82,0.0,50.08,47.08,49.69,240.27,432,12004,BONDO,44707121,44,MIGORI
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,39702057,39,KISUMU
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,41704003,41,HOMA BAY
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,41724002,41,HOMA BAY
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,41731302,41,HOMA BAY
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,42712219,42,SIAYA
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,42721253,42,SIAYA
ALARA,721253,20,46.8,35.6,0.0,47.35,46.45,46.95,223.15,521,15581,RARIEDA,44707121,44,MIGORI
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,39702057,39,KISUMU
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,41704003,41,HOMA BAY
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,41724002,41,HOMA BAY
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,41731302,41,HOMA BAY
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,42712219,42,SIAYA
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,42721253,42,SIAYA
ALARA,724002,40,48.45,26.35,0.0,69.1,62.15,57.37,263.42,221,7097,NDHIWA,44707121,44,MIGORI
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,39702057,39,KISUMU
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,41704003,41,HOMA BAY
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,41724002,41,HOMA BAY
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,41731302,41,HOMA BAY
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,42712219,42,SIAYA
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,42721253,42,SIAYA
ALARA,731302,18,40.5,36.33,0.0,48.66,50.5,46.05,222.04,649,15763,RACHUONYO NORTH,44707121,44,MIGORI
ALARA DAGO,717247,27,39.11,31.59,0.0,43.55,41.07,41.4,196.72,546,19382,RONGO,44739109,44,MIGORI
ALARO,710249,25,45.4,39.92,0.0,46.16,42.68,40.72,214.88,705,17039,RACHUONYO SOUTH,41710249,41,HOMA BAY
ALARU,731315,19,47.1,48.94,0.0,59.05,56.0,57.0,268.09,183,6201,RACHUONYO NORTH,41731315,41,HOMA BAY
ALBERTO'S DIVINE PROVIDEN,603034,19,64.15,68.1,0.0,73.68,68.05,66.84,340.82,17,608,KAKAMEGA CENTRAL,,,
ALDAI GIRLS,523301,25,70.12,64.8,0.0,69.48,67.6,63.8,335.8,37,769,NANDI SOUTH,29523301,29,NANDI
ALDO REBBY ACADEMY,516255,13,68.38,58.61,0.0,66.15,65.69,66.76,325.59,13,1132,NAROK NORTH,32516255,32,NAROK
ALEGO,731120,45,46.06,33.73,0.0,47.84,50.68,48.44,226.75,608,14881,RACHUONYO NORTH,41731120,41,HOMA BAY
ALENDU,701101,64,50.34,35.59,0.0,46.42,48.04,43.4,223.79,507,15449,KISUMU EAST,39701101,39,KISUMU
ALERO NANGA,710378,27,47.33,37.4,0.0,52.22,46.77,51.55,235.27,508,13068,RACHUONYO SOUTH,41710378,41,HOMA BAY
ALFAH ACADEMY,106156,26,44.76,45.61,0.0,39.46,37.53,40.53,207.89,238,18081,MOMBASA,,,
ALFAKIM ACAD,540158,17,65.05,61.7,0.0,64.17,62.29,59.0,312.21,75,1751,NANDI NORTH,29540158,29,NANDI
ALFARSY EDUCATION CENTRE,106161,31,61.0,60.03,0.0,64.54,57.54,60.64,303.75,69,2196,MOMBASA,3106161,3,MOMBASA
ALFATAH ACADEMY,113128,11,66.9,61.63,0.0,67.63,66.63,72.54,335.33,4,786,TAVETA,1113128,1,TAITA TAVETA
ALFOMEGA,512156,20,58.0,59.05,0.0,65.6,61.25,60.9,304.8,67,2132,KERICHO,,,
ALFOWZAN,812104,54,31.5,20.12,0.0,33.66,36.68,35.01,156.97,71,21219,MANDERA NORTH,47812104,47,MANDERA
ALGANI GIRLS,322304,21,48.61,46.33,0.0,40.0,46.38,54.95,236.27,32,12854,GARBATULA,17322304,17,ISIOLO
ALHUDA MUSLIM,515133,65,50.41,55.49,0.0,49.75,52.16,56.69,264.5,145,6902,KAJIADO CENTRAL,31515133,31,KAJIADO
ALI- HAKIM,801132,16,84.87,64.75,0.0,69.43,66.87,75.81,361.73,1,164,GARISSA,,,
