SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
GLOBAL SEED ACADEMY,549209,13,58.92,46.46,0.0,61.84,56.46,59.07,282.75,22,3977,TURKANA WEST,21549209,21,TURKANA
GLOCIOUS VICTORY ACADEMY,102235,32,48.09,54.34,0.0,47.12,45.12,43.34,238.01,164,12485,KILIFI,4102235,4,KILIFI
GLORIOUS FOUNTAIN,206048,24,76.5,73.66,0.0,70.45,68.7,70.45,359.76,21,187,THIKA MUNICIPALITY,11206048,11,KIAMBU
GLORIOUS VISION SCHOOL,401516,27,74.62,73.44,0.0,61.88,58.37,56.37,324.68,108,1169,Nairobi,20407075,20,NAIROBI
GLORY ACADEMY,223119,15,70.46,62.93,0.0,55.93,62.2,63.66,315.18,50,1605,KIRINYAGA WEST,9223119,9,KIRINYAGA
GLORY ACADEMY,223119,15,70.46,62.93,0.0,55.93,62.2,63.66,315.18,50,1605,KIRINYAGA WEST,44707164,44,MIGORI
GLORY ACADEMY,707164,29,62.2,63.79,0.0,66.62,63.72,66.86,323.19,22,1235,MIGORI,9223119,9,KIRINYAGA
GLORY ACADEMY,707164,29,62.2,63.79,0.0,66.62,63.72,66.86,323.19,22,1235,MIGORI,44707164,44,MIGORI
GLORY HILL LIOKI ACADEMY,232228,13,64.15,53.23,0.0,48.15,56.0,51.53,273.06,268,5357,GITHUNGURI,11232228,11,KIAMBU
GLORY JUNIOR,349236,17,62.05,69.0,0.0,54.35,60.7,59.05,305.15,80,2110,TIGANIA EAST,15349236,15,MERU
GLORY LAND JUNIOR,210226,27,74.85,66.03,0.0,66.92,66.0,65.4,339.2,35,660,KIENI EAST,8210226,8,NYERI
GLORY OUTREACH ASSEMBLY,209225,26,62.84,56.23,0.0,59.57,59.69,61.46,299.79,69,2462,NYANDARUA SOUTH,7209225,7,NYANDARUA
GLORY PRIMARY SCHOOL,401213,46,52.82,48.34,0.0,47.63,41.93,44.3,235.02,465,13117,Nairobi,20404024,20,NAIROBI
GOBEI,712103,68,48.0,29.04,0.0,50.82,50.35,48.29,226.5,513,14917,BONDO,42712103,42,SIAYA
GOD ABUORO,734014,15,55.53,50.26,0.0,57.06,58.73,60.13,281.71,106,4100,MUHORONI,39734014,39,KISUMU
GOD AGAK,710408,37,41.72,37.13,0.0,46.21,48.56,47.24,220.86,661,15995,RACHUONYO SOUTH,41710408,41,HOMA BAY
GOD AGULU,710342,29,53.1,42.86,0.0,52.93,52.44,49.27,250.6,336,9802,RACHUONYO SOUTH,41710342,41,HOMA BAY
GOD AWENDO,730143,18,36.66,29.33,0.0,43.44,43.0,42.94,195.37,798,19494,MBITA,41730143,41,HOMA BAY
GOD BER,710407,26,50.15,39.53,0.0,65.26,54.57,56.23,265.74,204,6652,RACHUONYO SOUTH,41710407,41,HOMA BAY
GOD BIM,729331,18,43.94,29.16,0.0,47.44,49.05,51.33,220.92,441,15978,NYATIKE,44729331,44,MIGORI
GOD BONDO,704008,22,48.81,28.5,0.0,48.77,48.81,50.18,225.07,630,15190,HOMA BAY,41704008,41,HOMA BAY
GOD BURA,709201,38,48.23,26.84,0.0,46.05,46.94,42.0,210.06,735,17777,SUBA,41709201,41,HOMA BAY
GOD IS ABLE ACAD,723240,17,38.52,43.76,0.0,44.23,37.11,37.0,200.62,649,19002,MARANI,40723240,40,KISII
GOD JOPE,707133,24,44.75,38.45,0.0,51.62,44.83,49.16,228.81,391,14462,MIGORI,41730302,41,HOMA BAY
GOD JOPE,707133,24,44.75,38.45,0.0,51.62,44.83,49.16,228.81,391,14462,MIGORI,44707133,44,MIGORI
GOD JOPE,730302,30,42.73,24.03,0.0,47.3,46.86,40.43,201.35,775,18926,MBITA,41730302,41,HOMA BAY
GOD JOPE,730302,30,42.73,24.03,0.0,47.3,46.86,40.43,201.35,775,18926,MBITA,44707133,44,MIGORI
GOD KADO,704009,18,57.38,27.05,0.0,51.77,52.5,59.5,248.2,360,10348,HOMA BAY,41704009,41,HOMA BAY
GOD KWACH,710362,16,40.25,32.0,0.0,39.18,46.12,46.68,204.23,761,18569,RACHUONYO SOUTH,41710362,41,HOMA BAY
GOD KWACH,710362,16,40.25,32.0,0.0,39.18,46.12,46.68,204.23,761,18569,RACHUONYO SOUTH,44729106,44,MIGORI
GOD KWACH,729106,17,44.7,35.05,0.0,54.7,53.41,52.52,240.38,301,11976,NYATIKE,41710362,41,HOMA BAY
GOD KWACH,729106,17,44.7,35.05,0.0,54.7,53.41,52.52,240.38,301,11976,NYATIKE,44729106,44,MIGORI
GOD MARERA,704307,38,44.76,37.26,0.0,47.23,47.92,43.15,220.32,668,16087,HOMA BAY,41704307,41,HOMA BAY
GOD MIAHA,710204,20,35.35,23.85,0.0,36.65,39.2,36.75,171.8,855,20869,RACHUONYO SOUTH,41710204,41,HOMA BAY
GOD NDONYO,731318,16,44.43,24.25,0.0,48.43,55.31,51.56,223.98,639,15405,RACHUONYO NORTH,41731318,41,HOMA BAY
GOD NGOCHE,707102,21,39.52,38.47,0.0,44.38,48.8,41.52,212.69,481,17384,MIGORI,44707102,44,MIGORI
GOD NYANGO,710326,25,46.88,41.08,0.0,43.88,49.88,48.64,230.36,565,14122,RACHUONYO SOUTH,41710326,41,HOMA BAY
GOD NYITHINDO,734015,17,57.52,47.76,0.0,61.0,53.41,52.52,272.21,157,5485,MUHORONI,39734015,39,KISUMU
GOD OLOO,709202,21,53.0,34.33,0.0,50.66,53.28,51.52,242.79,415,11453,SUBA,41709202,41,HOMA BAY
GOD POKO,724043,16,46.06,35.31,0.0,54.0,51.56,53.81,240.74,437,11899,NDHIWA,41724043,41,HOMA BAY
GOD SIBUOCHE,736105,34,49.64,35.52,0.0,56.17,57.64,52.64,251.61,225,9565,URIRI,44736105,44,MIGORI
GOD-PURO,704104,14,50.28,43.5,0.0,56.42,48.57,51.78,250.55,338,9821,HOMA BAY,41704104,41,HOMA BAY
GODA,306404,19,35.73,45.31,0.0,44.68,55.94,57.73,239.39,31,12199,ISIOLO,17356204,17,ISIOLO
GODANS ACADEMY,334135,7,58.0,52.57,0.0,51.57,62.85,57.0,281.99,136,4067,BUURI,,,
GODKEYO,729313,33,43.3,25.09,0.0,55.36,53.75,48.12,225.62,405,15068,NYATIKE,,,
GODNDIRU,704124,11,57.54,39.63,0.0,60.54,55.81,54.27,267.79,185,6249,HOMA BAY,41704124,41,HOMA BAY
GODO,110412,53,40.47,48.43,0.0,40.41,46.13,40.79,216.23,170,16818,MSAMBWENI,2110412,2,KWALE
GODOMA,114215,45,35.75,44.64,0.0,35.42,33.77,31.22,180.8,186,20532,MWATATE,1114215,1,TAITA TAVETA
GODOMA,114215,45,35.75,44.64,0.0,35.42,33.77,31.22,180.8,186,20532,MWATATE,16311104,16,MARSABIT
GODOMA,311104,36,34.83,29.97,0.0,39.02,44.94,48.52,197.28,77,19339,MOYALE,1114215,1,TAITA TAVETA
GODOMA,311104,36,34.83,29.97,0.0,39.02,44.94,48.52,197.28,77,19339,MOYALE,16311104,16,MARSABIT
GODOMA NEP,807304,9,46.0,36.66,0.0,47.44,44.66,39.11,213.87,42,17188,WAJIR NORTH,46807104,46,WAJIR
GODOWN,607321,56,47.96,53.21,0.0,47.28,45.26,48.91,242.62,500,11489,LUGARI,37631221,37,KAKAMEGA
GODS FAVOUR,401598,46,60.1,62.97,0.0,49.02,59.0,58.1,289.19,236,3292,Nairobi,20408089,20,NAIROBI
GOGAR,552203,63,40.19,40.26,0.0,44.14,37.41,35.06,197.06,666,19354,RONGAI,27552203,27,NAKURU
GOGLO,729221,12,40.33,21.16,0.0,39.91,41.41,39.41,182.22,595,20472,NYATIKE,44729221,44,MIGORI
GOGO,726125,37,49.64,41.59,0.0,56.0,51.83,46.16,245.22,390,10957,GEM,41731427,41,HOMA BAY
GOGO,726125,37,49.64,41.59,0.0,56.0,51.83,46.16,245.22,390,10957,GEM,42726125,42,SIAYA
GOGO,726125,37,49.64,41.59,0.0,56.0,51.83,46.16,245.22,390,10957,GEM,44736137,44,MIGORI
GOGO,731427,24,59.16,47.75,0.0,53.04,58.62,57.33,275.9,130,4915,RACHUONYO NORTH,41731427,41,HOMA BAY
GOGO,731427,24,59.16,47.75,0.0,53.04,58.62,57.33,275.9,130,4915,RACHUONYO NORTH,42726125,42,SIAYA
GOGO,731427,24,59.16,47.75,0.0,53.04,58.62,57.33,275.9,130,4915,RACHUONYO NORTH,44736137,44,MIGORI
GOGO,736137,26,56.84,48.15,0.0,63.88,61.46,60.96,291.29,65,3110,URIRI,41731427,41,HOMA BAY
GOGO,736137,26,56.84,48.15,0.0,63.88,61.46,60.96,291.29,65,3110,URIRI,42726125,42,SIAYA
GOGO,736137,26,56.84,48.15,0.0,63.88,61.46,60.96,291.29,65,3110,URIRI,44736137,44,MIGORI
GOGO-KATUMA,704218,18,52.33,45.0,0.0,60.72,59.72,55.16,272.93,151,5380,HOMA BAY,41704218,41,HOMA BAY
GOIBEI,619118,26,52.96,53.61,0.0,48.61,51.3,54.38,260.86,137,7598,HAMISI,38619118,38,VIHIGA
GOITABKALYET,551133,21,44.19,42.14,0.0,54.76,44.52,52.04,237.65,334,12565,CHEPALUNGU,25551133,25,BOMET
GOITABSILIBWET,508147,67,42.68,46.2,0.0,52.79,49.38,49.67,240.72,319,11905,BOMET,25508147,25,BOMET
GOLBANTI,112203,17,48.41,54.41,0.0,42.58,45.35,49.11,239.86,25,12099,TANA DELTA,5112203,5,TANA RIVER
GOLDEN ACADEMY,711144,21,53.47,70.76,0.0,60.8,60.33,56.23,301.59,61,2336,GUCHA,40711144,40,KISII
GOLDEN CHARIOTS,106548,15,57.6,64.0,0.0,54.06,53.73,58.4,287.79,94,3426,MOMBASA,3106548,3,MOMBASA
GOLDEN ELITE PREMIER,702151,22,77.09,60.31,0.0,63.59,58.36,60.68,320.03,35,1371,KISUMU MUNICIPALITY,39702151,39,KISUMU
GOLDEN ELITES,702132,40,77.3,76.3,0.0,74.97,68.52,68.75,365.84,5,109,KISUMU MUNICIPALITY,,,
GOLDEN GATE KEBIRIGO ACAD,706199,17,50.47,53.11,0.0,51.94,50.88,52.58,258.98,100,7961,NYAMIRA,,,
GOLDEN HEIGHT COMPLEX,401688,19,71.63,66.26,0.0,55.1,51.57,58.0,302.56,185,2272,Nairobi,20405079,20,NAIROBI
GOLDEN HEIGHTS ACADEMY,230423,29,71.51,61.41,0.0,56.62,61.89,57.44,308.87,161,1899,KIKUYU,11230423,11,KIAMBU
GOLDEN KEY,106462,27,68.37,66.14,0.0,63.4,61.92,65.33,325.16,39,1149,MOMBASA,3106462,3,MOMBASA
GOLF COURSE ACADEMY,401352,41,56.0,60.7,0.0,46.51,52.82,55.75,271.78,302,5548,Nairobi,20405034,20,NAIROBI
GOLGOLTIM,526107,11,38.09,48.72,0.0,47.0,44.72,47.36,225.89,66,15020,SAMBURU EAST,22526107,22,SAMBURU
GOLINI,105211,51,47.84,58.35,0.0,48.74,47.25,51.88,254.06,67,9020,KWALE,2105211,2,KWALE
GOLOLE PR.,340203,35,42.0,37.45,0.0,56.45,50.34,54.51,240.75,47,11896,SOLOLO,16340203,16,MARSABIT
GOMA,712147,13,46.61,38.3,0.0,43.23,52.38,49.07,229.59,499,14295,BONDO,42712147,42,SIAYA
GOMBE,712210,30,54.86,39.2,0.0,56.2,52.23,53.8,256.29,289,8547,BONDO,42712210,42,SIAYA
GOMBE KOMOLO,705115,33,55.27,47.87,0.0,50.06,49.84,50.87,253.91,309,9057,SIAYA,42705115,42,SIAYA
GOME,106412,90,53.83,53.2,0.0,50.06,48.0,51.25,256.34,163,8534,MOMBASA,3106412,3,MOMBASA
GONA,109313,25,52.6,58.52,0.0,58.04,59.84,58.36,287.36,26,3459,KINANGO,2109313,2,KWALE
GONDO,221313,11,51.54,41.72,0.0,49.72,45.81,45.63,234.42,317,13243,TETU,8221313,8,NYERI
GONGO,702094,17,34.23,29.47,0.0,41.0,45.88,42.47,193.05,622,19676,KISUMU MUNICIPALITY,39702094,39,KISUMU
GONGO,702094,17,34.23,29.47,0.0,41.0,45.88,42.47,193.05,622,19676,KISUMU MUNICIPALITY,42726103,42,SIAYA
GONGO,726103,52,48.96,37.23,0.0,46.34,44.28,43.46,220.27,533,16094,GEM,39702094,39,KISUMU
GONGO,726103,52,48.96,37.23,0.0,46.34,44.28,43.46,220.27,533,16094,GEM,42726103,42,SIAYA
GONGONI,102203,27,41.11,53.77,0.0,51.07,51.55,46.88,244.38,144,11147,KILIFI,4102203,4,KILIFI
GOOD DAY CENTRE,401503,41,57.63,54.51,0.0,42.09,47.26,46.41,247.9,400,10408,Nairobi,20409038,20,NAIROBI
GOOD HOPE,728173,20,35.2,32.4,0.0,32.4,31.8,27.25,159.05,487,21188,NYAMIRA NORTH,7201170,7,NYANDARUA
GOOD HOPE ACADEMY SEREM,619240,20,59.95,60.15,0.0,63.45,66.4,60.75,310.7,19,1816,HAMISI,38619240,38,VIHIGA
GOOD HOPE HILL ACAD,557267,22,71.4,60.27,0.0,60.77,60.5,65.95,318.89,42,1422,KAJIADO NORTH,31557267,31,KAJIADO
GOOD LUCK,236118,17,60.88,52.47,0.0,53.58,52.47,49.47,268.87,282,6047,GATUNDU NORTH,11236118,11,KIAMBU
GOOD MWANDA,706194,24,50.79,47.41,0.0,51.58,49.41,52.45,251.64,125,9561,NYAMIRA,43706194,43,NYAMIRA
GOOD NEWS,106239,54,42.53,48.92,0.0,40.61,39.62,44.87,216.55,223,16758,MOMBASA,3106239,3,MOMBASA
GOOD SAMARITAN ACAD,565122,18,54.5,51.94,0.0,60.94,55.22,50.38,272.98,188,5371,KURESOI,27565122,27,NAKURU
GOOD SAMARITAN ACADEMY,536218,52,61.17,46.19,0.0,51.86,55.57,59.11,273.9,182,5205,NAKURU NORTH,27536218,27,NAKURU
GOOD SAMARITAN ACADEMY SO,536229,28,73.46,63.64,0.0,71.32,69.14,69.53,347.09,35,434,NAKURU NORTH,,,
GOOD SAMARITAN VISION,102150,24,60.29,70.08,0.0,59.37,66.33,69.54,325.61,15,1131,KILIFI,,,
GOOD SHEPHERD,216118,46,76.19,68.71,0.0,66.52,69.82,67.71,348.95,13,399,KINANGOP,7216118,7,NYANDARUA
GOOD SHEPHERD,216118,46,76.19,68.71,0.0,66.52,69.82,67.71,348.95,13,399,KINANGOP,25551262,25,BOMET
GOOD SHEPHERD,551262,16,54.75,55.0,0.0,65.0,60.5,58.43,293.68,75,2895,CHEPALUNGU,7216118,7,NYANDARUA
GOOD SHEPHERD,551262,16,54.75,55.0,0.0,65.0,60.5,58.43,293.68,75,2895,CHEPALUNGU,25551262,25,BOMET
GOOD SHEPHERD ACADEMY,557317,13,70.84,59.61,0.0,55.53,56.15,60.53,302.66,69,2265,KAJIADO NORTH,15309222,15,MERU
GOOD SHEPHERD ACADEMY,557317,13,70.84,59.61,0.0,55.53,56.15,60.53,302.66,69,2265,KAJIADO NORTH,31557317,31,KAJIADO
GOOD SHEPHERD SCHOOL,315163,19,73.94,76.52,0.0,73.73,68.26,67.1,359.55,3,189,YATTA,12315163,12,MACHAKOS
GOOD TESTIMONY JUNIOR,401720,22,68.5,66.68,0.0,66.95,58.04,66.18,326.35,106,1102,Nairobi,20408115,20,NAIROBI
GOOD TIMES ACADEMY-GATUKU,236125,14,68.42,55.35,0.0,57.14,54.5,54.92,290.33,224,3190,GATUNDU NORTH,,,
GOOD WALK ACADEMY,222320,14,69.57,61.64,0.0,58.28,63.85,62.0,315.34,49,1598,KIRINYAGA EAST,9222320,9,KIRINYAGA
GOOD WISH SCHOOLS,206023,15,62.66,61.93,0.0,48.2,50.53,53.06,276.38,259,4831,THIKA MUNICIPALITY,11206023,11,KIAMBU
GOODWILL LEARNERS,401477,38,52.5,45.92,0.0,52.73,47.5,45.55,244.2,414,11185,Nairobi,20408063,20,NAIROBI
GOREALE PRIMARY,805201,29,44.62,29.31,0.0,53.79,55.31,54.44,237.47,33,12600,LAGDERA,,,
GORGOR,533203,49,48.1,37.34,0.0,47.95,46.89,44.12,224.4,416,15342,SOTIK,25533203,25,BOMET
GORO,705329,38,60.13,59.31,0.0,67.26,56.44,59.97,303.11,36,2239,SIAYA,42705329,42,SIAYA
GORO RUKESA,305303,32,55.56,62.31,0.0,59.96,61.87,57.53,297.23,8,2626,MARSABIT,16305303,16,MARSABIT
GOROBA LCK,732210,30,42.7,44.5,0.0,47.83,47.53,44.2,226.76,412,14875,NYAMACHE,40732210,40,KISII
GOSESE,708228,16,30.56,38.93,0.0,39.0,38.06,39.81,186.36,582,20219,KURIA WEST,44708228,44,MIGORI
GOSETA,529148,34,49.05,52.08,0.0,52.08,54.14,53.76,261.11,148,7549,KWANZA,23529148,23,TRANSNZOIA
GOSHI,116217,28,44.57,48.1,0.0,40.64,36.78,40.39,210.48,285,17715,GANZE,4116217,4,KILIFI
GOSPEL ASSEMBLY CHRISTIAN,401463,6,63.5,51.66,0.0,60.33,55.83,60.5,291.82,230,3047,Nairobi,20407065,20,NAIROBI
GOT,710409,18,53.11,49.38,0.0,67.05,64.5,61.55,295.59,58,2748,RACHUONYO SOUTH,41710409,41,HOMA BAY
GOT ABIERO,712202,17,54.82,37.94,0.0,58.17,55.7,55.88,262.51,229,7273,BONDO,42712202,42,SIAYA
GOT AGULU,714166,15,40.4,33.6,0.0,38.8,39.86,39.8,192.46,624,19744,KISUMU WEST,39714166,39,KISUMU
GOT BONDO,721228,29,44.58,40.96,0.0,42.82,41.86,40.44,210.66,576,17676,RARIEDA,42721228,42,SIAYA
GOT KABOK,704026,22,48.09,34.13,0.0,57.09,52.63,49.81,241.75,427,11671,HOMA BAY,41704026,41,HOMA BAY
GOT KACHIENG,712227,26,59.07,41.38,0.0,54.57,58.34,54.3,267.66,182,6277,BONDO,42712227,42,SIAYA
GOT KACHOLA,707103,41,54.68,53.97,0.0,49.73,53.29,50.19,261.86,166,7393,MIGORI,44707103,44,MIGORI
GOT KACHOLA,729107,24,45.2,28.45,0.0,49.95,45.79,45.58,214.97,469,17022,NYATIKE,44707103,44,MIGORI
GOT KAGUMBO,710363,26,50.69,42.11,0.0,42.96,51.61,55.88,243.25,412,11361,RACHUONYO SOUTH,41710363,41,HOMA BAY
GOT KOCHUNGO,704204,22,57.04,40.27,0.0,46.09,52.4,56.09,251.89,322,9510,HOMA BAY,41704204,41,HOMA BAY
GOT KOJWANG,721143,22,49.18,37.09,0.0,54.04,56.0,52.5,248.81,359,10224,RARIEDA,42721143,42,SIAYA
GOT KOKECH,704203,21,54.9,45.38,0.0,56.38,57.76,56.71,271.13,164,5661,HOMA BAY,41704203,41,HOMA BAY
GOT KOKWIRI,726102,27,48.4,55.33,0.0,47.25,50.11,46.25,247.34,368,10522,GEM,42726102,42,SIAYA
GOT KOPOLO,730320,20,45.6,25.8,0.0,42.4,46.7,42.9,203.4,767,18680,MBITA,41730320,41,HOMA BAY
GOT KOWITI,724039,26,45.53,22.38,0.0,52.84,51.88,48.46,221.09,658,15953,NDHIWA,41724039,41,HOMA BAY
GOT LWALA,704102,15,57.6,43.6,0.0,57.8,54.13,54.33,267.46,188,6319,HOMA BAY,41704102,41,HOMA BAY
GOT MATAR,712315,36,48.3,36.61,0.0,54.47,47.8,52.69,239.87,437,12095,BONDO,42712315,42,SIAYA
GOT NANGA,725309,54,54.79,50.83,0.0,60.22,60.09,54.44,280.37,93,4299,UGENYA,42725209,42,SIAYA
GOT NEL LEL,542102,14,40.21,45.21,0.0,45.35,51.0,52.0,233.77,533,13411,TINDERET,29542102,29,NANDI
GOT NYALGOSI,704116,23,57.6,56.65,0.0,70.47,61.65,60.21,306.58,37,2035,HOMA BAY,41704116,41,HOMA BAY
GOT NYASUMBI,730323,20,47.65,28.5,0.0,45.15,49.35,49.5,220.15,670,16115,MBITA,41730323,41,HOMA BAY
GOT ODIMA,725116,16,50.25,42.31,0.0,44.75,55.06,46.87,239.24,441,12230,UGENYA,42725116,42,SIAYA
GOT ODONGO,714033,21,47.28,28.09,0.0,48.47,47.95,49.33,221.12,530,15943,KISUMU WEST,39714033,39,KISUMU
GOT OGWAMRONDO,717237,28,52.03,39.82,0.0,60.75,58.21,55.28,266.09,145,6585,RONGO,44739107,44,MIGORI
GOT OKII,731202,30,52.0,47.76,0.0,54.46,58.0,54.16,266.38,201,6523,RACHUONYO NORTH,41731202,41,HOMA BAY
GOT OKOLA,721140,23,39.86,22.3,0.0,44.39,38.73,38.08,183.36,619,20405,RARIEDA,42721140,42,SIAYA
GOT OMALO,725132,20,53.0,37.55,0.0,47.65,44.95,47.95,231.1,490,13973,UGENYA,42725132,42,SIAYA
GOT ORANGO,729108,21,50.0,44.95,0.0,57.33,51.95,54.28,258.51,187,8056,NYATIKE,44729108,44,MIGORI
GOT OSIMBO,725202,29,55.2,60.44,0.0,51.58,52.2,53.72,273.14,143,5341,UGENYA,42738102,42,SIAYA
GOT OYENGA,705121,35,51.42,37.17,0.0,58.37,50.42,52.14,249.52,353,10054,SIAYA,42705121,42,SIAYA
GOT RABUOR,704205,32,52.4,36.28,0.0,45.0,45.96,50.25,229.89,569,14224,HOMA BAY,41704205,41,HOMA BAY
GOT RAMOGI,712309,17,38.94,31.29,0.0,42.0,32.41,43.17,187.81,615,20108,BONDO,42712309,42,SIAYA
GOT RATENG,710205,61,54.18,48.42,0.0,55.95,58.5,55.78,272.83,153,5398,RACHUONYO SOUTH,41710205,41,HOMA BAY
GOT RATENG',730303,20,40.75,27.85,0.0,53.2,51.85,43.5,217.15,690,16645,MBITA,41730303,41,HOMA BAY
GOT REMBO,725126,57,47.5,46.78,0.0,42.54,45.15,46.85,228.82,503,14458,UGENYA,42725126,42,SIAYA
GOT RUKE,734016,23,55.04,45.6,0.0,50.6,49.43,51.04,251.71,326,9548,MUHORONI,39734016,39,KISUMU
GOT-ADE,802110,87,52.65,46.51,0.0,63.11,56.42,68.8,287.49,8,3447,WAJIR EAST,46802110,46,WAJIR
GOT-NYABONDO,702078,25,48.08,50.32,0.0,45.04,45.68,41.48,230.6,469,14074,KISUMU MUNICIPALITY,39702078,39,KISUMU
GOT-ONYUONGO,733109,17,59.7,54.05,0.0,57.47,56.7,55.17,283.09,102,3935,NYAKACH,39733109,39,KISUMU
GOT-PONGE,704103,16,57.75,44.81,0.0,58.0,56.56,57.87,274.99,137,5043,HOMA BAY,41704103,41,HOMA BAY
GOTICHAKI,719109,24,41.54,44.87,0.0,44.04,50.25,43.91,224.61,431,15294,SOUTH GUCHA,40719109,40,KISII
GOTINYANGO,735134,26,52.11,41.3,0.0,58.46,54.53,52.38,258.78,181,7994,NORTH MASABA,40735134,40,KISII
GOYO,724124,12,50.58,40.33,0.0,49.58,59.91,55.5,255.9,281,8621,NDHIWA,41724124,41,HOMA BAY
GOZANI,109113,15,26.93,36.13,0.0,36.46,29.73,27.86,157.11,294,21214,KINANGO,2109113,2,KWALE
GRACE,209116,73,45.76,47.5,0.0,45.06,45.43,45.73,229.48,241,14315,NYANDARUA SOUTH,7209116,7,NYANDARUA
GRACE HARVEST,401702,25,70.32,65.88,0.0,62.12,63.32,62.48,324.12,111,1197,Nairobi,20406061,20,NAIROBI
GRACE HOLYWILL ACADEMY,717177,12,53.58,45.25,0.0,52.0,53.83,49.91,254.57,209,8921,RONGO,44717177,44,MIGORI
GRACE MOUNT SCHOOL,564418,25,57.08,60.72,0.0,55.76,58.76,55.96,288.28,142,3382,NJORO,27564418,27,NAKURU
GRACE PRIMARY,552517,20,52.6,56.95,0.0,38.8,44.05,42.75,235.15,381,13085,RONGAI,,,
GRACIOUS ACAD,230133,11,59.09,51.18,0.0,42.72,41.54,45.09,239.62,401,12148,KIKUYU,,,
GRACIOUS VALE ACADEMY,607513,18,61.55,65.83,0.0,59.16,60.55,62.0,309.09,63,1886,LUGARI,37631013,37,KAKAMEGA
GRAMMABE ACADEMY,211460,28,62.92,61.5,0.0,50.0,54.53,58.0,286.95,230,3504,LIMURU,11211460,11,KIAMBU
GRAMO JOY PRE & PRIMARY S,401632,16,72.12,66.06,0.0,70.81,62.62,64.31,335.92,82,766,Nairobi,,,
GRAMS ACAD,536238,23,66.73,58.56,0.0,58.65,61.3,62.65,307.89,93,1959,NAKURU NORTH,27536238,27,NAKURU
GRAND KAGO ACADEMY,218120,15,74.8,64.33,0.0,67.4,68.8,68.26,343.59,28,534,MATHIRA WEST,8218120,8,NYERI
GRANDMARK SCHOOL,401648,15,66.26,55.86,0.0,52.06,53.46,53.33,280.97,272,4202,Nairobi,20409062,20,NAIROBI
GRAPEVINE,232326,23,60.78,57.52,0.0,52.39,60.26,54.47,285.42,236,3656,GITHUNGURI,11232326,11,KIAMBU
GRASEMO ACADEMY,552227,21,60.76,59.09,0.0,56.42,60.04,61.33,297.64,113,2600,RONGAI,27552227,27,NAKURU
GRASSLAND,503110,53,44.94,51.09,0.0,40.35,44.54,47.35,228.27,301,14557,TRANS NZOIA WEST,23503110,23,TRANSNZOIA
GRASSLAND SCHOOL TABON,512157,38,69.1,77.71,0.0,70.0,68.71,68.94,354.46,11,290,KERICHO,28512157,28,KERICHO
GRATHER ACADEMY,232122,50,71.32,70.52,0.0,72.7,65.58,68.8,348.92,36,400,GITHUNGURI,11232122,11,KIAMBU
GREAT LOVE ACADEMY,401465,17,51.29,40.76,0.0,39.64,44.47,45.88,222.04,539,15762,Nairobi,,,
GREAT MERCY,504060,20,52.6,53.3,0.0,46.8,50.5,50.95,254.15,181,8999,KITALE MUNICIPALITY,23504060,23,TRANSNZOIA
GREAT VISION,230427,12,66.5,54.5,0.0,55.33,58.25,60.16,294.74,205,2798,KIKUYU,11230427,11,KIAMBU
GREEN ANGELS ACADEMY,401628,33,64.33,59.63,0.0,59.78,59.42,57.9,301.06,194,2380,Nairobi,,,
GREEN COTTAGE ACADEMY,205222,106,73.69,65.32,0.0,63.84,63.34,64.06,330.25,82,956,KIAMBU,11205222,11,KIAMBU
GREEN GARDEN EDUC. CENTRE,230415,31,79.41,62.74,0.0,64.8,64.03,67.32,338.3,63,685,KIKUYU,11230415,11,KIAMBU
GREEN GATE ACADEMY,334133,10,50.7,51.7,0.0,50.2,44.5,47.0,244.1,307,11214,BUURI,,,
GREEN HILL,343535,21,44.8,49.85,0.0,52.9,51.61,54.9,254.06,359,9018,MASINGA,12343235,12,MACHAKOS
GREEN HILL ACADEMY,215124,30,49.46,47.86,0.0,50.2,50.23,44.53,242.28,193,11573,KIPIPIRI,,,
GREEN IVY SCHOOL,512144,19,66.94,61.84,0.0,63.1,64.47,62.05,318.4,49,1439,KERICHO,28512144,28,KERICHO
GREEN LIGHT,703139,26,61.88,77.46,0.0,65.73,62.0,64.11,331.18,24,932,KISII CENTRAL,40703139,40,KISII
GREEN PARK ACADEMY,507138,58,74.55,71.22,0.0,69.27,69.68,65.56,350.28,19,374,ELDORET MUNICIPALITY,26507138,26,UASIN GISHU
GREEN PASTURES,401612,25,68.28,70.56,0.0,70.32,72.72,74.68,356.56,26,244,Nairobi,20404066,20,NAIROBI
GREEN SHARPENER,232216,21,70.66,61.42,0.0,60.42,58.8,59.23,310.53,155,1822,GITHUNGURI,11232216,11,KIAMBU
GREEN VALE PARADISE,227126,31,61.12,59.03,0.0,52.54,57.25,52.48,282.42,92,4017,KIGUMO,10227126,10,MURANG'A
GREEN VALLEY,401625,15,62.26,52.66,0.0,49.6,50.0,53.66,268.18,316,6184,Nairobi,20405075,20,NAIROBI
GREEN VALLEY ACADEMY,703151,14,60.28,59.07,0.0,60.5,59.0,58.78,297.63,67,2602,KISII CENTRAL,,,
GREEN VALLEY SCHOOL,503338,17,56.82,55.05,0.0,57.76,51.94,56.88,278.45,82,4544,TRANS NZOIA WEST,23503338,23,TRANSNZOIA
